date,account,type,category,amount,description
2025-08-17,AC124,Credit,Utilities,1830.59,Utility bill
2025-08-12,AC124,Credit,Shopping,4183.29,Purchased items
2025-08-24,AC125,Credit,Shopping,4598.63,Purchased items
2025-08-31,AC123,Credit,Utilities,1591.07,Utility bill
2025-08-28,AC124,Credit,Salary,4878.87,Monthly paycheck
2025-08-07,AC124,Debit,Food,142.25,Lunch at cafe
2025-08-01,AC124,Credit,Entertainment,1651.41,Movie or event
2025-08-30,AC123,Credit,Utilities,2750.72,Utility bill
2025-08-14,AC125,Credit,Rent,3545.31,Monthly rent
2025-08-27,AC125,Debit,Transport,2778.28,Taxi or bus fare
2025-08-05,AC123,Credit,Entertainment,1809.46,Movie or event
2025-08-05,AC125,Credit,Entertainment,2810.67,Movie or event
2025-08-08,AC124,Debit,Shopping,777.77,Purchased items
2025-08-15,AC125,Debit,Salary,4726.79,Monthly paycheck
2025-08-25,AC125,Debit,Shopping,2488.56,Purchased items
2025-08-10,AC123,Credit,Entertainment,846.03,Movie or event
2025-08-02,AC124,Debit,Food,3368.57,Lunch at cafe
2025-08-23,AC123,Debit,Shopping,2188.89,Purchased items
2025-08-27,AC123,Debit,Shopping,2141.63,Purchased items
2025-08-06,AC123,Debit,Food,1136.20,Lunch at cafe
2025-08-07,AC125,Debit,Utilities,4372.15,Utility bill
2025-08-29,AC124,Debit,Entertainment,2021.93,Movie or event
2025-08-27,AC124,Credit,Shopping,303.52,Purchased items
2025-08-19,AC124,,Entertainment,4444.83,Movie or event
2025-08-14,AC123,Debit,Food,4105.09,Lunch at cafe
2025-08-29,AC125,Debit,Rent,2879.53,Monthly rent
2025-08-15,AC123,Credit,Food,2976.77,Lunch at cafe
2025-08-18,AC123,Credit,Utilities,4775.01,Utility bill
2025-08-17,AC125,Credit,Transport,4282.37,Taxi or bus fare
2025-08-05,AC125,Debit,Rent,2716.51,Monthly rent
2025-08-11,AC124,Debit,Salary,4299.09,Monthly paycheck
2025-08-14,AC124,,Entertainment,2977.95,Movie or event
2025-08-01,AC123,Debit,Entertainment,4844.97,Movie or event
2025-08-02,AC125,Credit,Shopping,3526.60,Purchased items
2025-08-01,AC123,Debit,Food,1190.60,Lunch at cafe
2025-08-06,AC125,Credit,Entertainment,1154.25,Movie or event
2025-08-17,AC123,Credit,Salary,4998.19,Monthly paycheck
2025-08-28,AC124,Debit,Shopping,1185.87,Purchased items
2025-08-13,AC125,Debit,Food,14.11,Lunch at cafe
2025-08-24,AC123,,Utilities,1170.87,Utility bill
2025-08-27,AC123,,Salary,1228.67,Monthly paycheck
2025-08-28,AC123,Debit,Food,915.29,Lunch at cafe
2025-08-05,AC123,Debit,Shopping,246.46,Purchased items
2025-08-24,AC125,Credit,Entertainment,2787.95,Movie or event
2025-08-30,AC123,Debit,Food,3854.66,Lunch at cafe
2025-08-25,AC123,Credit,Rent,3547.21,Monthly rent
2025-08-17,AC123,Debit,Food,901.03,Lunch at cafe
2025-08-23,AC124,Debit,Utilities,3634.22,Utility bill
2025-08-06,AC124,Debit,Rent,4102.83,Monthly rent
2025-08-10,AC123,Debit,Shopping,1979.45,Purchased items
2025-08-17,AC123,Credit,Rent,4859.46,Monthly rent
2025-08-05,AC123,Credit,Utilities,4469.14,Utility bill
2025-08-10,AC123,Debit,Entertainment,3400.56,Movie or event
2025-08-11,AC123,Credit,Food,330.74,Lunch at cafe
2025-08-01,AC125,Credit,Salary,495.70,Monthly paycheck
2025-08-26,AC125,Debit,Utilities,2785.03,Utility bill
2025-08-23,AC123,Debit,Food,198.35,Lunch at cafe
2025-08-31,AC124,Debit,Utilities,1562.53,Utility bill
2025-08-28,AC125,Credit,Food,4346.67,Lunch at cafe
2025-08-14,AC123,Credit,Rent,1131.92,Monthly rent
2025-08-23,AC124,Debit,Salary,793.93,Monthly paycheck
2025-08-12,AC123,Credit,Food,4738.06,Lunch at cafe
2025-08-31,AC124,Debit,Food,3591.06,Lunch at cafe
2025-08-28,AC125,Credit,Food,597.31,Lunch at cafe
2025-08-15,AC125,Debit,Rent,4594.17,Monthly rent
2025-08-18,AC124,Credit,Transport,2847.80,Taxi or bus fare
2025-08-10,AC124,Debit,Utilities,2219.50,Utility bill
2025-08-24,AC124,Credit,Shopping,1102.31,Purchased items
2025-08-10,AC123,Credit,Rent,4318.57,Monthly rent
2025-08-02,AC124,Credit,Rent,3701.36,Monthly rent
2025-08-24,AC123,Credit,Utilities,3396.20,Utility bill
2025-08-16,AC124,Credit,Shopping,-1014.25,Purchased items
2025-08-22,AC124,Debit,Rent,-4448.96,Monthly rent
2025-08-17,AC124,Debit,Food,753.12,Lunch at cafe
2025-08-29,AC123,Credit,Rent,549.92,Monthly rent
2025-08-30,AC123,Debit,Shopping,3025.81,Purchased items
2025-08-01,AC125,Credit,Salary,1998.34,Monthly paycheck
2025-08-14,AC125,Debit,Food,1923.93,Lunch at cafe
2025-08-18,AC124,Debit,Utilities,4518.72,Utility bill
2025-08-10,AC125,Debit,Shopping,3281.28,Purchased items
2025-08-05,AC125,Debit,Shopping,1225.76,Purchased items
2025-08-05,AC125,Debit,Food,4306.62,Lunch at cafe
2025-08-13,AC123,Debit,Food,3470.24,Lunch at cafe
2025-08-01,AC125,Debit,Salary,2004.17,Monthly paycheck
2025-08-12,AC124,Credit,Utilities,1871.29,Utility bill
2025-08-15,AC123,Credit,Transport,3013.97,Taxi or bus fare
2025-08-27,AC124,Debit,Entertainment,3192.50,Movie or event
2025-08-21,AC124,Debit,Food,2782.45,
2025-08-29,AC123,Debit,Utilities,4310.02,Utility bill
2025-08-07,AC123,Debit,Food,4998.93,Lunch at cafe
2025-08-25,AC124,Debit,Salary,259.09,Monthly paycheck
2025-08-26,AC124,Debit,Entertainment,2010.78,Movie or event
2025-08-14,AC125,Credit,Transport,1863.60,Taxi or bus fare
2025-08-24,AC124,Credit,Utilities,4900.12,Utility bill
2025-08-06,AC123,Debit,Shopping,4634.92,Purchased items
2025-08-29,AC123,Debit,Utilities,1504.73,Utility bill
2025-08-07,AC125,Credit,Food,863.08,Lunch at cafe
2025-08-01,AC124,Debit,Shopping,4602.79,Purchased items
2025-08-20,AC123,Credit,Food,3209.84,Lunch at cafe
2025-08-17,AC123,Credit,Utilities,2264.43,Utility bill
2025-08-22,AC124,Debit,Utilities,4147.95,
2025-08-23,AC124,Credit,Food,1369.08,Lunch at cafe
2025-08-15,AC123,Debit,Shopping,406.21,Purchased items
2025-08-30,AC125,Debit,Entertainment,186.07,Movie or event
2025-08-28,AC125,,Shopping,2666.82,Purchased items
2025-08-24,AC123,Credit,Utilities,4140.30,Utility bill
2025-08-19,AC125,Credit,Rent,3924.14,Monthly rent
2025-08-09,AC125,Debit,Utilities,1725.07,Utility bill
2025-08-21,AC123,Credit,Entertainment,4688.01,Movie or event
2025-08-16,AC125,Credit,Transport,401.26,Taxi or bus fare
2025-08-02,AC124,Debit,Utilities,3165.76,Utility bill
2025-08-01,AC125,Debit,Shopping,649.33,Purchased items
2025-08-25,AC125,Debit,Transport,1143.24,Taxi or bus fare
2025-08-17,AC124,Debit,Utilities,4182.64,Utility bill
2025-08-01,AC123,Debit,Entertainment,4992.23,Movie or event
2025-08-18,AC123,Credit,Transport,1075.38,Taxi or bus fare
2025-08-03,AC123,Debit,Rent,2277.30,Monthly rent
2025-08-25,AC123,Debit,Food,3821.95,Lunch at cafe
2025-08-26,AC125,Debit,Food,147.61,Lunch at cafe
2025-08-27,AC125,Credit,Shopping,847.32,Purchased items
2025-08-12,AC123,Debit,Entertainment,3658.23,Movie or event
2025-08-24,AC125,Credit,Transport,3237.89,Taxi or bus fare
2025-08-07,AC125,Debit,Salary,3415.45,Monthly paycheck
2025-08-21,AC123,Debit,Transport,4712.48,Taxi or bus fare
2025-08-28,AC125,Debit,Rent,3190.72,Monthly rent
2025-08-01,AC124,Debit,Shopping,1102.82,Purchased items
2025-08-26,AC125,Credit,Salary,4397.69,Monthly paycheck
2025-08-03,AC124,Debit,Rent,1863.18,Monthly rent
2025-08-10,AC124,Debit,Food,576.77,Lunch at cafe
2025-08-30,AC124,Credit,Shopping,2378.64,Purchased items
2025-08-10,AC123,Credit,Entertainment,1281.99,Movie or event
2025-08-28,AC124,Credit,Rent,2091.57,Monthly rent
2025-08-30,AC125,Debit,Rent,1014.48,Monthly rent
2025-08-16,AC125,Credit,Entertainment,4715.78,Movie or event
2025-08-09,AC124,Debit,Entertainment,97.17,Movie or event
2025-08-30,AC125,Debit,Utilities,3057.92,Utility bill
2025-08-18,AC123,Credit,Salary,635.30,Monthly paycheck
2025-08-13,AC124,Debit,Shopping,2215.63,Purchased items
2025-08-11,AC124,Credit,Shopping,1957.09,Purchased items
2025-08-29,AC123,Credit,Shopping,1172.06,
2025-08-30,AC123,Credit,Transport,4249.33,Taxi or bus fare
2025-08-08,AC125,Debit,Food,3335.58,Lunch at cafe
2025-08-20,AC125,Credit,Utilities,4987.17,Utility bill
2025-08-02,AC124,,Rent,3876.02,Monthly rent
2025-08-29,AC125,Credit,Entertainment,4393.90,Movie or event
2025-08-17,AC125,,Shopping,1361.37,Purchased items
2025-08-29,AC124,Credit,Shopping,1329.17,Purchased items
2025-08-01,AC123,Credit,Transport,4212.74,Taxi or bus fare
2025-08-01,AC124,Debit,Food,2926.77,Lunch at cafe
2025-08-24,AC123,Credit,Rent,1624.37,Monthly rent
2025-08-12,AC125,Debit,Food,3284.63,Lunch at cafe
2025-08-18,AC125,Credit,Shopping,2367.98,Purchased items
2025-08-11,AC125,Credit,Rent,949.35,Monthly rent
2025-08-01,AC125,Debit,Food,116.46,Lunch at cafe
2025-08-05,AC125,Debit,Shopping,4323.76,Purchased items
2025-08-21,AC124,Debit,Utilities,4952.21,Utility bill
2025-08-10,AC124,Debit,Transport,540.77,Taxi or bus fare
2025-08-21,AC125,Credit,Transport,27.90,Taxi or bus fare
2025-08-07,AC125,Credit,Food,1869.07,Lunch at cafe
2025-08-28,AC123,Credit,Food,1081.57,Lunch at cafe
2025-08-30,AC125,Debit,Rent,3108.07,Monthly rent
2025-08-26,AC123,Debit,Rent,-2888.02,Monthly rent
2025-08-19,AC123,Debit,Entertainment,2508.24,Movie or event
2025-08-13,AC123,Debit,Utilities,4542.72,Utility bill
2025-08-04,AC123,Credit,Salary,710.40,Monthly paycheck
2025-08-30,AC125,Debit,Salary,820.90,Monthly paycheck
2025-08-20,AC125,Credit,Transport,24.18,Taxi or bus fare
2025-08-14,AC125,Debit,Shopping,1762.86,Purchased items
2025-08-21,AC125,Credit,Entertainment,2317.06,Movie or event
2025-08-31,AC124,Debit,Shopping,1323.21,Purchased items
2025-08-18,AC124,Credit,Rent,2496.61,Monthly rent
2025-08-29,AC124,Debit,Food,2542.58,Lunch at cafe
2025-08-12,AC123,Debit,Transport,3902.04,Taxi or bus fare
2025-08-24,AC123,Debit,Shopping,3544.84,Purchased items
2025-08-18,AC123,Credit,Food,497.83,Lunch at cafe
2025-08-03,AC123,Debit,Transport,4174.27,Taxi or bus fare
2025-08-07,AC124,Debit,Rent,3857.78,Monthly rent
2025-08-19,AC124,Credit,Rent,1885.92,Monthly rent
2025-08-12,AC123,Credit,Food,4177.55,Lunch at cafe
2025-08-06,AC125,Credit,Transport,1752.56,Taxi or bus fare
2025-08-05,AC123,Credit,Transport,804.24,Taxi or bus fare
2025-08-01,AC123,,Rent,1701.36,Monthly rent
2025-08-07,AC123,Credit,Salary,3999.82,Monthly paycheck
2025-08-24,AC124,Debit,Food,3169.70,Lunch at cafe
2025-08-27,AC124,Credit,Shopping,756.62,Purchased items
2025-08-23,AC123,Credit,Shopping,631.29,Purchased items
2025-08-24,AC125,Debit,Entertainment,474.53,Movie or event
2025-08-28,AC125,Credit,Transport,2161.15,Taxi or bus fare
2025-08-04,AC123,Credit,Entertainment,3322.72,Movie or event
2025-08-29,AC123,Debit,Entertainment,4462.79,Movie or event
2025-08-18,AC125,Credit,Entertainment,2623.71,Movie or event
2025-08-01,AC124,Debit,Shopping,11.66,Purchased items
2025-08-15,AC125,Credit,Food,4174.80,Lunch at cafe
2025-08-16,AC125,Debit,Shopping,299.40,Purchased items
2025-08-22,AC124,Credit,Utilities,939.55,
2025-08-03,AC125,Debit,Utilities,253.54,Utility bill
2025-08-14,AC125,Credit,Entertainment,82.11,Movie or event
2025-08-07,AC124,Credit,Rent,3339.61,Monthly rent
2025-08-16,AC125,Credit,Food,1319.17,Lunch at cafe
2025-08-30,AC123,Debit,Food,4786.23,Lunch at cafe
2025-08-31,AC124,Credit,Shopping,1828.22,Purchased items
2025-08-09,AC125,Credit,Entertainment,4235.35,Movie or event
2025-08-15,AC125,Credit,Utilities,2710.05,Utility bill
2025-08-14,AC125,Credit,Rent,836.26,Monthly rent
2025-08-04,AC125,Credit,Utilities,4404.60,Utility bill
2025-08-24,AC125,Credit,Food,1386.20,Lunch at cafe
2025-08-07,AC123,,Food,3574.99,Lunch at cafe
2025-08-12,AC124,Credit,Utilities,83.78,Utility bill
2025-08-10,AC124,Debit,Shopping,377.01,Purchased items
2025-08-16,AC123,Credit,Shopping,1439.31,Purchased items
2025-08-07,AC125,Credit,Shopping,3462.82,Purchased items
2025-08-24,AC124,Credit,Transport,4296.57,Taxi or bus fare
2025-08-21,AC125,,Food,2057.66,Lunch at cafe
2025-08-13,AC123,Credit,Entertainment,2888.73,Movie or event
2025-08-08,AC125,Debit,Entertainment,933.04,Movie or event
2025-08-17,AC124,Credit,Transport,3090.95,Taxi or bus fare
2025-08-01,AC123,Debit,Rent,2957.34,Monthly rent
2025-08-19,AC124,Credit,Salary,4270.28,Monthly paycheck
2025-08-06,AC123,Credit,Salary,4130.46,Monthly paycheck
2025-08-27,AC125,Debit,Food,4704.53,Lunch at cafe
2025-08-30,AC125,Debit,Entertainment,859.47,
2025-08-16,AC124,Debit,Shopping,1146.64,Purchased items
2025-08-17,AC124,Credit,Transport,1869.64,Taxi or bus fare
2025-08-12,AC123,Debit,Rent,4921.93,Monthly rent
2025-08-22,AC123,Credit,Shopping,4008.10,Purchased items
2025-08-06,AC123,Credit,Shopping,2194.21,Purchased items
2025-08-01,AC125,Debit,Salary,4164.62,Monthly paycheck
2025-08-24,AC124,Credit,Food,2534.51,Lunch at cafe
2025-08-22,AC124,Credit,Food,4181.79,Lunch at cafe
2025-08-09,AC123,Debit,Food,2899.42,Lunch at cafe
2025-08-31,AC123,Debit,Rent,4536.87,Monthly rent
2025-08-14,AC124,Credit,Food,199.30,Lunch at cafe
2025-08-30,AC125,Debit,Food,2003.46,Lunch at cafe
2025-08-06,AC123,Debit,Entertainment,4351.25,Movie or event
2025-08-03,AC123,Credit,Transport,1675.06,Taxi or bus fare
2025-08-30,AC125,Debit,Shopping,1133.52,Purchased items
2025-08-12,AC124,Debit,Salary,791.81,Monthly paycheck
2025-08-11,AC123,Credit,Salary,407.61,Monthly paycheck
2025-08-28,AC125,Credit,Shopping,3062.07,Purchased items
2025-08-23,AC124,Debit,Shopping,1524.49,Purchased items
2025-08-02,AC123,Credit,Food,3419.97,Lunch at cafe
2025-08-07,AC124,Credit,Salary,3981.46,Monthly paycheck
2025-08-24,AC123,Debit,Shopping,4410.54,Purchased items
2025-08-12,AC123,Debit,Food,2645.85,Lunch at cafe
2025-08-24,AC125,Debit,Transport,1643.69,Taxi or bus fare
2025-08-14,AC124,Debit,Utilities,3112.17,Utility bill
2025-08-07,AC124,Credit,Food,2008.58,Lunch at cafe
2025-08-11,AC124,Debit,Entertainment,4008.97,Movie or event
2025-08-20,AC125,Debit,Entertainment,4589.62,Movie or event
2025-08-26,AC124,Debit,Rent,4321.94,Monthly rent
2025-08-12,AC125,Credit,Entertainment,475.69,Movie or event
2025-08-03,AC125,Credit,Food,49.51,Lunch at cafe
2025-08-16,AC124,Debit,Food,3903.80,Lunch at cafe
2025-08-24,AC124,Debit,Utilities,757.50,Utility bill
2025-08-26,AC123,Credit,Entertainment,3428.80,Movie or event
2025-08-05,AC124,Credit,Food,2849.12,Lunch at cafe
2025-08-28,AC123,Debit,Food,3060.29,Lunch at cafe
2025-08-12,AC124,Credit,Food,2616.83,Lunch at cafe
2025-08-28,AC123,Credit,Food,4558.47,Lunch at cafe
2025-08-06,AC123,Debit,Shopping,3392.32,Purchased items
2025-08-04,AC124,Debit,Transport,3329.93,Taxi or bus fare
2025-08-14,AC123,,Rent,2361.17,Monthly rent
2025-08-15,AC125,Debit,Shopping,1123.40,Purchased items
2025-08-04,AC123,Debit,Utilities,2425.76,Utility bill
2025-08-05,AC124,Credit,Food,3986.74,Lunch at cafe
2025-08-28,AC124,Debit,Shopping,80.71,Purchased items
2025-08-06,AC125,Debit,Shopping,1948.03,Purchased items
2025-08-19,AC124,Debit,Utilities,2386.74,Utility bill
2025-08-28,AC124,Debit,Food,1602.12,
2025-08-20,AC123,Debit,Utilities,3678.85,Utility bill
2025-08-03,AC123,Debit,Salary,3434.88,Monthly paycheck
2025-08-15,AC124,Credit,Entertainment,1661.79,Movie or event
2025-08-02,AC123,Debit,Utilities,3658.31,Utility bill
2025-08-02,AC123,Credit,Shopping,4558.95,Purchased items
2025-08-16,AC124,,Shopping,1005.69,Purchased items
2025-08-10,AC123,Debit,Salary,3778.79,Monthly paycheck
2025-08-26,AC123,Debit,Salary,1758.49,Monthly paycheck
2025-08-12,AC125,Debit,Shopping,3925.09,Purchased items
2025-08-30,AC123,Credit,Shopping,705.82,Purchased items
2025-08-11,AC124,Debit,Salary,4678.02,Monthly paycheck
2025-08-13,AC125,Credit,Food,4760.71,Lunch at cafe
2025-08-10,AC124,Debit,Entertainment,2752.88,Movie or event
2025-08-23,AC124,Debit,Entertainment,4102.67,Movie or event
2025-08-28,AC124,Credit,Entertainment,3957.01,Movie or event
2025-08-16,AC125,Debit,Rent,737.05,Monthly rent
2025-08-25,AC124,Credit,Entertainment,2712.91,Movie or event
2025-08-16,AC124,Debit,Transport,3309.41,Taxi or bus fare
2025-08-13,AC123,Debit,Shopping,3164.95,Purchased items
2025-08-22,AC125,Credit,Shopping,1286.80,Purchased items
2025-08-16,AC124,Debit,Utilities,3998.56,Utility bill
2025-08-15,AC124,Credit,Salary,3759.57,Monthly paycheck
2025-08-22,AC124,Debit,Transport,350.74,Taxi or bus fare
2025-08-12,AC125,Debit,Rent,4367.85,Monthly rent
2025-08-31,AC125,Credit,Transport,2440.87,Taxi or bus fare
2025-08-10,AC125,Credit,Utilities,106.42,Utility bill
2025-08-08,AC123,Debit,Entertainment,1800.77,Movie or event
2025-08-18,AC124,Credit,Salary,3012.05,Monthly paycheck
2025-08-21,AC125,Credit,Transport,2232.69,Taxi or bus fare
2025-08-08,AC125,Debit,Transport,4987.08,Taxi or bus fare
2025-08-14,AC124,Debit,Shopping,3874.45,Purchased items
2025-08-14,AC123,Credit,Food,2263.21,Lunch at cafe
2025-08-29,AC123,Credit,Rent,5000.44,Monthly rent
2025-08-27,AC125,Debit,Entertainment,2259.40,Movie or event
2025-08-02,AC124,Debit,Utilities,2437.34,Utility bill
2025-08-17,AC124,Debit,Salary,1837.79,Monthly paycheck
2025-08-22,AC123,Credit,Entertainment,2723.67,Movie or event
2025-08-28,AC123,Credit,Shopping,2211.48,Purchased items
2025-08-20,AC125,Credit,Utilities,2391.90,Utility bill
2025-08-17,AC123,Debit,Entertainment,2008.24,Movie or event
2025-08-06,AC125,Credit,Utilities,2002.08,Utility bill
2025-08-24,AC125,Debit,Entertainment,1243.80,Movie or event
2025-08-22,AC124,Credit,Utilities,4805.97,Utility bill
2025-08-15,AC124,Debit,Salary,208.95,Monthly paycheck
2025-08-06,AC124,Credit,Rent,2170.38,Monthly rent
2025-08-11,AC124,Debit,Shopping,3524.04,Purchased items
2025-08-12,AC123,Debit,Food,4138.89,Lunch at cafe
2025-08-21,AC125,,Utilities,864.96,Utility bill
2025-08-14,AC125,Credit,Entertainment,3042.65,Movie or event
2025-08-12,AC124,Debit,Rent,1622.23,Monthly rent
2025-08-24,AC124,Debit,Utilities,4874.06,Utility bill
2025-08-11,AC123,Debit,Salary,1386.78,Monthly paycheck
2025-08-22,AC123,Credit,Utilities,1485.21,Utility bill
2025-08-30,AC125,Debit,Entertainment,2977.82,Movie or event
2025-08-16,AC123,Debit,Transport,3879.58,Taxi or bus fare
2025-08-04,AC123,Credit,Transport,3876.68,Taxi or bus fare
2025-08-15,AC125,Credit,Rent,1851.51,Monthly rent
2025-08-29,AC124,Debit,Shopping,3744.05,Purchased items
2025-08-27,AC123,Credit,Transport,3390.28,Taxi or bus fare
2025-08-13,AC125,Credit,Entertainment,3748.60,Movie or event
2025-08-13,AC123,Debit,Salary,2102.12,Monthly paycheck
2025-08-20,AC124,Debit,Salary,407.55,Monthly paycheck
2025-08-17,AC125,Debit,Rent,950.86,Monthly rent
2025-08-08,AC123,Debit,Rent,2865.12,Monthly rent
2025-08-13,AC124,Debit,Salary,1868.05,Monthly paycheck
2025-08-10,AC125,Debit,Shopping,3784.46,Purchased items
2025-08-17,AC124,Debit,Transport,2033.27,Taxi or bus fare
2025-08-28,AC125,Credit,Salary,279.11,Monthly paycheck
2025-08-20,AC124,Debit,Food,3875.51,Lunch at cafe
2025-08-13,AC125,Debit,Shopping,2559.42,Purchased items
2025-08-22,AC123,Debit,Transport,2096.24,Taxi or bus fare
2025-08-15,AC124,Debit,Food,4220.02,Lunch at cafe
2025-08-13,AC124,Credit,Rent,2265.16,Monthly rent
2025-08-09,AC123,Credit,Salary,4344.02,Monthly paycheck
2025-08-11,AC125,Credit,Salary,1789.22,Monthly paycheck
2025-08-08,AC125,Credit,Entertainment,2849.58,Movie or event
2025-08-30,AC123,Debit,Shopping,305.84,Purchased items
2025-08-22,AC125,Credit,Shopping,-1754.90,Purchased items
2025-08-05,AC125,Debit,Transport,4921.28,Taxi or bus fare
2025-08-11,AC125,Credit,Food,2414.47,Lunch at cafe
2025-08-25,AC123,Debit,Salary,4171.36,Monthly paycheck
2025-08-20,AC124,Credit,Transport,2009.77,Taxi or bus fare
2025-08-03,AC123,Credit,Shopping,542.94,Purchased items
2025-08-21,AC124,,Rent,1144.72,Monthly rent
2025-08-31,AC125,Debit,Utilities,3882.01,Utility bill
2025-08-18,AC123,Credit,Transport,4205.36,Taxi or bus fare
2025-08-12,AC124,Debit,Utilities,758.71,Utility bill
2025-08-05,AC124,Credit,Utilities,389.48,Utility bill
2025-08-05,AC125,Debit,Rent,73.11,Monthly rent
2025-08-20,AC123,Credit,Entertainment,3494.29,Movie or event
2025-08-31,AC123,Credit,Transport,2626.10,Taxi or bus fare
2025-08-27,AC123,Credit,Utilities,393.41,Utility bill
2025-08-23,AC125,Credit,Salary,3499.41,Monthly paycheck
2025-08-05,AC123,Debit,Entertainment,2018.92,Movie or event
2025-08-31,AC123,Debit,Entertainment,4417.65,Movie or event
2025-08-10,AC125,Credit,Food,3243.63,Lunch at cafe
2025-08-07,AC124,Debit,Shopping,2854.91,Purchased items
2025-08-16,AC123,Debit,Rent,1197.47,Monthly rent
2025-08-04,AC124,Debit,Salary,2827.51,Monthly paycheck
2025-08-08,AC123,Debit,Utilities,84.49,Utility bill
2025-08-27,AC125,Credit,Utilities,3564.33,Utility bill
2025-08-04,AC123,Debit,Shopping,1816.71,Purchased items
2025-08-09,AC123,Credit,Shopping,3495.89,Purchased items
2025-08-04,AC124,Credit,Salary,3031.47,Monthly paycheck
2025-08-02,AC125,Credit,Utilities,3253.88,Utility bill
2025-08-26,AC123,Debit,Transport,308.38,Taxi or bus fare
2025-08-17,AC124,Credit,Entertainment,2622.38,Movie or event
2025-08-31,AC123,,Entertainment,1652.63,Movie or event
2025-08-30,AC125,Debit,Salary,3345.51,Monthly paycheck
2025-08-10,AC123,Credit,Transport,988.85,Taxi or bus fare
2025-08-07,AC125,Debit,Rent,1884.10,Monthly rent
2025-08-16,AC123,Credit,Salary,4229.82,Monthly paycheck
2025-08-16,AC123,Credit,Rent,2431.90,Monthly rent
2025-08-29,AC123,Debit,Rent,3038.68,Monthly rent
2025-08-29,AC124,Debit,Utilities,4934.78,Utility bill
2025-08-21,AC123,Debit,Utilities,2203.46,Utility bill
2025-08-22,AC124,Credit,Rent,571.63,Monthly rent
2025-08-09,AC123,Credit,Shopping,4763.53,Purchased items
2025-08-02,AC124,Credit,Rent,4405.58,Monthly rent
2025-08-03,AC125,Credit,Salary,349.48,Monthly paycheck
2025-08-02,AC125,Credit,Food,1409.63,Lunch at cafe
2025-08-15,AC124,Debit,Rent,3547.76,Monthly rent
2025-08-30,AC123,Debit,Transport,4479.79,Taxi or bus fare
2025-08-02,AC125,Credit,Shopping,1528.24,Purchased items
2025-08-22,AC123,,Rent,4299.22,Monthly rent
2025-08-01,AC124,Debit,Rent,1650.57,Monthly rent
2025-08-24,AC124,,Entertainment,833.83,Movie or event
2025-08-05,AC125,Debit,Salary,4764.98,Monthly paycheck
2025-08-14,AC124,Debit,Shopping,323.40,Purchased items
2025-08-07,AC124,Debit,Salary,3903.51,Monthly paycheck
2025-08-11,AC124,Debit,Utilities,4084.70,Utility bill
2025-08-06,AC123,Credit,Entertainment,212.69,Movie or event
2025-08-26,AC125,Debit,Food,170.40,
2025-08-03,AC123,Credit,Transport,2391.83,Taxi or bus fare
2025-08-10,AC125,Debit,Food,2879.60,Lunch at cafe
2025-08-30,AC124,Credit,Transport,1997.33,Taxi or bus fare
2025-08-14,AC124,Credit,Rent,136.83,Monthly rent
2025-08-03,AC125,Debit,Food,-3703.69,Lunch at cafe
2025-08-09,AC124,Debit,Food,2512.17,Lunch at cafe
2025-08-08,AC123,Debit,Shopping,816.41,Purchased items
2025-08-19,AC125,Debit,Rent,2756.27,Monthly rent
2025-08-05,AC123,Credit,Rent,4953.99,Monthly rent
2025-08-26,AC124,Credit,Shopping,1957.10,Purchased items
2025-08-18,AC124,Credit,Entertainment,3899.62,Movie or event
2025-08-15,AC124,Credit,Food,2896.18,Lunch at cafe
2025-08-12,AC124,Debit,Salary,2807.99,Monthly paycheck
2025-08-27,AC125,Debit,Food,4172.62,Lunch at cafe
2025-08-29,AC124,Debit,Entertainment,899.56,Movie or event
2025-08-01,AC123,Credit,Shopping,2798.80,Purchased items
2025-08-13,AC124,Credit,Rent,3132.33,Monthly rent
2025-08-13,AC124,,Utilities,3156.22,Utility bill
2025-08-17,AC125,,Salary,3177.85,Monthly paycheck
2025-08-27,AC123,Credit,Shopping,3496.60,Purchased items
2025-08-05,AC125,Credit,Shopping,4658.09,Purchased items
2025-08-11,AC124,Credit,Transport,439.58,Taxi or bus fare
2025-08-15,AC124,Credit,Salary,184.84,Monthly paycheck
2025-08-07,AC123,Credit,Rent,742.37,Monthly rent
2025-08-19,AC125,Credit,Transport,533.45,Taxi or bus fare
2025-08-13,AC124,Debit,Food,831.32,Lunch at cafe
2025-08-05,AC125,Credit,Food,2568.47,Lunch at cafe
2025-08-02,AC123,Credit,Food,274.90,Lunch at cafe
2025-08-28,AC123,Credit,Rent,1942.61,Monthly rent
2025-08-16,AC124,Debit,Salary,4710.40,Monthly paycheck
2025-08-30,AC125,Debit,Entertainment,1267.70,Movie or event
2025-08-26,AC125,Credit,Entertainment,787.47,Movie or event
2025-08-21,AC124,Debit,Salary,1015.47,Monthly paycheck
2025-08-28,AC123,,Utilities,4866.92,Utility bill
2025-08-30,AC123,Credit,Entertainment,1622.61,Movie or event
2025-08-18,AC123,Credit,Utilities,3873.86,Utility bill
2025-08-13,AC125,Credit,Rent,2198.54,Monthly rent
2025-08-17,AC124,Credit,Transport,3174.52,Taxi or bus fare
2025-08-08,AC125,Debit,Shopping,2698.93,Purchased items
2025-08-20,AC124,Debit,Salary,4793.40,Monthly paycheck
2025-08-29,AC123,Debit,Salary,3657.06,Monthly paycheck
2025-08-20,AC123,Credit,Utilities,1216.36,Utility bill
